Timestamp,1.) In which industry does the company operate?,2.) What type of software does the company construct?,3.) Which SDLC methodology does the company follow for software projects? (you can select more than one option),"4.) If more than one methodology was chosen in question 3, how do you/the company decide which methodology to choose for a given project? Leave blank if not more than one methodology was chosen",5.) If the Hybrid SDLC methodology was chosen in question 3 – What variation of SDLC methodologies do you use to implement software? Leave blank if hybrid was not chosen,Please state the methodology you're rating,Requirements Volatility,Requirements Clarity ,Development Time,Project Size,Team Size,Product Complexity,Testing ,Please rate the following characteristics with low/high values (please choose only one value per row) [Risk Analysis],Please rate the following characteristics with low/high values (please choose only one value per row) [User Participation ],Please rate the following characteristics with low/high values (please choose only one value per row) [Team expertise on the technologies for the project],Please rate the following characteristics with low/high values (please choose only one value per row) [Development Expertise],Please rate the following characteristics with low/high values (please choose only one value per row) [Documentation needed],Please rate the following characteristics with low/high values (please choose only one value per row) [Funding Available],Please rate the following characteristics with low/high values (please choose only one value per row) [Delivery Speed],Please rate the following characteristics with low/high values (please choose only one value per row) [task visualisation],Please state the methodology you're rating,Requirements Volatility,Requirements Clarity ,Development Time,Project Size,Team Size,Product Complexity,Testing Intensity,Please rate the following characteristics with low/high values (please choose only one value per row) [Risk Analysis],Please rate the following characteristics with low/high values (please choose only one value per row) [User Participation ],Please rate the following characteristics with low/high values (please choose only one value per row) [Team expertise on the technologies for the project],Please rate the following characteristics with low/high values (please choose only one value per row) [Development Expertise],Please rate the following characteristics with low/high values (please choose only one value per row) [Documentation needed],Please rate the following characteristics with low/high values (please choose only one value per row) [Funding Available],Please rate the following characteristics with low/high values (please choose only one value per row) [Delivery Speed],,"6. Which of the criteria mentioned in sections 2 and 3, you believe that are the most important in choosing a SDLC methodology over another?","7.) Do you think that there are additional requirements (aside from those mentioned in the previous question) that influence your decision to choose a SDLC method for a project? If yes, please mention the rating/value alongside the characteristic for the SDLC methodology you selected in previous questions (e.g., Documentation: high).",
2021/12/23 3:31:25 pm CET,Gaming,"a. Real-time systems i.e., produce real-time data to predict the future consequences of current actions e.g., used in smartphones, air traffic control, GPS, health",Waterfall,,,Waterfall,Fixed,understandable/early defined,Non-Intensive,Small,Small (1-5),Simple,After development is done (Non-intensive testing),High,Low,Medium,Medium,High,Low,Low,Low,,,,,,,,,,,,,,,,,User Participation;Project Size;Team Size;Product Complexity,knowhow of the methodology: high,
2021/12/04 5:35:44 pm CET,Gaming,"a. Real-time systems i.e., produce real-time data to predict the future consequences of current actions e.g., used in smartphones, air traffic control, GPS, health",Spiral,,,Spiral,Changing,understandable/early defined,Intensive,Large,Large (16....),Complex,After each cycle (Intensive testing),High,High,High,High,High,High,Medium,Low,,,,,,,,,,,,,,,,,Requirements Clarity;Requirements Volatility;Risk Analysis;Project Size,Prototyping:  high,
2021/12/08 11:03:49 am CET,Finance,b. Information systems,Scrum,,,Scrum,Changing,unknown/defined later in the lifecycle,Intensive,Medium,Medium (6-15),Simple,After each cycle (Intensive testing),Medium,High,Medium,High,Low,Medium,Medium,Low,,,,,,,,,,,,,,,,,Project Type;Development Time;Funding Available;Delivery Speed,No,
2021/12/10 5:51:12 pm CET,Information Technology,b. Information systems,Scrum,,,Scrum,Changing,unknown/defined later in the lifecycle,Intensive,Medium,Medium (6-15),Complex,After each cycle (Intensive testing),Medium,High,High,High,Low,Medium,Low,Low,,,,,,,,,,,,,,,,,Requirements Volatility;Development Expertise,N/A,
2021/12/13 7:06:02 pm CET,Gaming,b. Information systems,Scrum,,,Scrum,Changing,unknown/defined later in the lifecycle,Intensive,Medium,Small (1-5),Complex,After each cycle (Intensive testing),High,High,High,High,Low,High,Low,Low,,,,,,,,,,,,,,,,,Risk Analysis;User Participation;Project Size;Product Complexity,N/A,
2021/12/23 3:31:25 pm CET,Gaming,"a. Real-time systems i.e., produce real-time data to predict the future consequences of current actions e.g., used in smartphones, air traffic control, GPS, health",Waterfall,,,Waterfall,Fixed,understandable/early defined,Non-Intensive,Small,Small (1-5),Simple,After development is done (Non-intensive testing),High,Low,Medium,Medium,High,Low,Low,Low,,,,,,,,,,,,,,,,,User Participation;Project Size;Team Size;Product Complexity,knowhow of the methodology: high,
2021/12/13 8:00:09 pm CET,Information Technology,"c. Distributed systems i.e., Collection of computers working together to appear as a single computer to the end-user e.g., telephone networks, wireless sensor networks, routing algorithms, distributed databases.",Scrum;Rapid Application Development (RAD),"Depending on certain tasks, there are tasks which are needed as fast as possible and others which are just needed.",,RAD,Changing,unknown/defined later in the lifecycle,Intensive,Medium,Small (1-5),Complex,After development is done (Non-intensive testing),Low,High,High,High,Medium,Low,High,Low,Waterfall,Fixed,understandable/early defined,Non-Intensive,Large,Large (16....),Complex,After each cycle (Intensive testing),High,Medium,Medium,High,High,High,Low,Low,User Participation;Team Size;Team Expertise on the technologies to be used for the project;Testing Intensity,"Documentation, Rollback functionality",
2021/12/14 11:53:38 am CET,Gaming,"c. Distributed systems i.e., Collection of computers working together to appear as a single computer to the end-user e.g., telephone networks, wireless sensor networks, routing algorithms, distributed databases.",Kanban,,,Kanban,Changing,unknown/defined later in the lifecycle,Intensive,Medium,Medium (6-15),Complex,After each cycle (Intensive testing),High,Low,High,High,Medium,High,High,High,,,,,,,,,,,,,,,,,Requirements Clarity;Requirements Volatility;User Participation,n/a,
2021/12/14 1:48:04 pm CET,Information Technology,"c. Distributed systems i.e., Collection of computers working together to appear as a single computer to the end-user e.g., telephone networks, wireless sensor networks, routing algorithms, distributed databases.",Scrum,Internal discussions,,Scrum,Changing,unknown/defined later in the lifecycle,Intensive,Medium,Small (1-5),Complex,After each cycle (Intensive testing),Medium,High,High,High,Low,High,Medium,Low,,,,,,,,,,,,,,,,,Requirements Clarity;Team Size;Development Time;Team Expertise on the technologies to be used for the project,N/A,
2021/12/14 6:17:53 pm CET,Information Technology,b. Information systems,Scrum,,,Scrum,Changing,unknown/defined later in the lifecycle,Intensive,Medium,Small (1-5),Simple,After development is done (Non-intensive testing),Medium,High,Medium,High,Low,Low,High,Low,Waterfall,Fixed,understandable/early defined,Intensive,Large,Medium (6-15),Complex,After development is done (Non-intensive testing),High,Low,High,High,High,High,Low,Low,Requirements Volatility;Project Size;Team Size;Product Complexity;Funding Available;Testing Intensity;Delivery Speed,no,
2021/12/14 6:46:50 pm CET,Information Technology,b. Information systems,Agile,,,Scrum,Changing,unknown/defined later in the lifecycle,Intensive,Medium,Small (1-5),Complex,After each cycle (Intensive testing),Medium,High,High,Medium,Low,High,Medium,Low,,,,,,,,,,,,,,,,,Risk Analysis;Team Expertise on the technologies to be used for the project,no,
2021/12/14 7:30:42 pm CET,Gaming,"c. Distributed systems i.e., Collection of computers working together to appear as a single computer to the end-user e.g., telephone networks, wireless sensor networks, routing algorithms, distributed databases.",Hybrid,,Scrum and Kanban,Hybrid: Scrum and Kanban,Changing,understandable/early defined,Intensive,Large,Medium (6-15),Complex,After each cycle (Intensive testing),High,Low,High,High,Medium,Medium,High,Low,,,,,,,,,,,,,,,,,Requirements Clarity;Team Size;Product Complexity,No,
2021/12/14 7:47:10 pm CET,Security,b. Information systems,Scrum,,Scrum and Kanban,Scrum,Changing,unknown/defined later in the lifecycle,Intensive,Medium,Medium (6-15),Complex,After each cycle (Intensive testing),High,High,High,High,Low,High,High,Low,,,,,,,,,,,,,,,,,Requirements Clarity;Requirements Volatility;Development Time,No,
2021/12/15 5:10:57 pm CET,Gaming,"a. Real-time systems i.e., produce real-time data to predict the future consequences of current actions e.g., used in smartphones, air traffic control, GPS, health",Rapid Application Development (RAD);Spiral,According to requirements and project size,,RAD,Fixed,understandable/early defined,Intensive,Large,Large (16....),Simple,After each cycle (Intensive testing),Low,High,Medium,High,High,High,Low,Low,Spiral,Changing,unknown/defined later in the lifecycle,Intensive,Large,Small (1-5),Complex,After each cycle (Intensive testing),High,Low,High,High,Low,Low,Low,Low,Requirements Clarity;Requirements Volatility;Project Size;Project Type,No,
2021/12/15 7:03:18 pm CET,Information Technology,b. Information systems,Scrum,,,Scrum,Changing,unknown/defined later in the lifecycle,Intensive,Medium,Small (1-5),Simple,After development is done (Non-intensive testing),Medium,High,High,High,Low,Medium,Medium,Low,,,,,,,,,,,,,,,,,Requirements Clarity;Team Size;Delivery Speed,Funding available: high,
2021/12/15 7:19:24 pm CET,Information Technology,b. Information systems,Agile-waterfall hybrid ,Waterfall is need for critical requirements and for the rest of the project we use agile,Agile and waterfall,Hybrid: Scrum and Waterfall,Changing,unknown/defined later in the lifecycle,Intensive,Large,Small (1-5),Complex,After each cycle (Intensive testing),High,High,Medium,Medium,High,High,High,Low,Waterfall,Fixed,understandable/early defined,Intensive,Large,Small (1-5),Complex,After each cycle (Intensive testing),High,High,High,High,High,High,Medium,Low,Requirements Clarity;Requirements Volatility;Risk Analysis;User Participation;Project Size;Team Size;Product Complexity;Project Type;Development Time;Team Expertise on the technologies to be used for the project;Development Expertise;Testing Intensity;Delivery Speed,User participation  - high,
2021/12/15 7:19:24 pm CET,Information Technology,b. Information systems,Agile-waterfall hybrid ,Waterfall is need for critical requirements and for the rest of the project we use agile,Agile and waterfall,Hybrid: Scrum and Waterfall,Changing,unknown/defined later in the lifecycle,Intensive,Large,Small (1-5),Complex,After each cycle (Intensive testing),High,High,Medium,Medium,High,High,High,Low,Waterfall,Fixed,understandable/early defined,Intensive,Large,Small (1-5),Complex,After each cycle (Intensive testing),High,High,High,High,High,High,Medium,Low,Requirements Clarity;Requirements Volatility;Risk Analysis;User Participation;Project Size;Team Size;Product Complexity;Project Type;Development Time;Team Expertise on the technologies to be used for the project;Development Expertise;Testing Intensity;Delivery Speed,User participation  - high,
2021/12/16 12:13:20 pm CET,Gaming,b. Information systems,Scrum,,,Scrum,Changing,unknown/defined later in the lifecycle,Intensive,Medium,Medium (6-15),Complex,After each cycle (Intensive testing),High,High,High,High,Low,Medium,High,Low,,,,,,,,,,,,,,,,,Requirements Clarity;Requirements Volatility;Risk Analysis;User Participation,no,
2021/12/06 2:55:08 pm CET,Gaming,Casino slot games,Kanban,,,Kanban,Changing,unknown/defined later in the lifecycle,Intensive,Medium,Large (16....),Complex,After each cycle (Intensive testing),Medium,Low,High,High,Medium,High,Medium,High,,,,,,,,,,,,,,,,,Requirements Clarity;Requirements Volatility;Project Size;Product Complexity,no,
2021/12/16 2:50:34 pm CET,Gaming,"c. Distributed systems i.e., Collection of computers working together to appear as a single computer to the end-user e.g., telephone networks, wireless sensor networks, routing algorithms, distributed databases.",Hybrid,,Scrum and Kanban,Hybrid: Scrum and Kanban,Changing,understandable/early defined,Intensive,Large,Large (16....),Complex,After each cycle (Intensive testing),High,High,High,High,Medium,Medium,High,Low,,,,,,,,,,,,,,,,,Requirements Clarity;Requirements Volatility;User Participation;Project Size;Product Complexity,no,
2021/12/06 6:12:30 pm CET,Information Technology,b. Information systems,Spiral,,,Spiral,Changing,unknown/defined later in the lifecycle,Intensive,Large,Small (1-5),Complex,After each cycle (Intensive testing),High,Low,High,High,Low,Low,Medium,Low,,,,,,,,,,,,,,,,,Requirements Clarity;Requirements Volatility;Risk Analysis;Product Complexity;Delivery Speed,N/A,
2021/12/23 3:31:25 pm CET,Gaming,"a. Real-time systems i.e., produce real-time data to predict the future consequences of current actions e.g., used in smartphones, air traffic control, GPS, health",Waterfall,,,Waterfall,Fixed,understandable/early defined,Non-Intensive,Small,Small (1-5),Simple,After development is done (Non-intensive testing),High,Low,Medium,Medium,High,Low,Low,Low,,,,,,,,,,,,,,,,,User Participation;Project Size;Team Size;Product Complexity,knowhow of the methodology: high,
2021/12/19 6:33:23 pm CET,Gaming,b. Information systems,Scrum,,,Scrum,Changing,unknown/defined later in the lifecycle,Intensive,Medium,Small (1-5),Complex,After each cycle (Intensive testing),Medium,High,High,High,Low,Medium,Medium,Low,,,,,,,,,,,,,,,,,Development Time;Team Expertise on the technologies to be used for the project;Development Expertise;Testing Intensity,Team cohesion / teamwork,
2021/12/20 2:12:00 am CET,Information Technology,b. Information systems,Scrum,,,Scrum,Changing,unknown/defined later in the lifecycle,Intensive,Medium,Medium (6-15),Complex,After each cycle (Intensive testing),Low,High,High,High,Low,Medium,Medium,Low,,,,,,,,,,,,,,,,,Product Complexity;Project Type;Development Time;Testing Intensity;Delivery Speed,"Additional factors that influence SDLC choice might be: 

1. Familiarity with methods used for previous projects within company, and if they were successful or not. 
2. Overall knowhow of Management/PMs who decide and design these methods
3. Flexibility to allow dev teams to easily pivot to other tasks to focus on as needed
4. Ease of use/complexity of method chosen, to not disincentivize devs from properly using system or hinder productivity
5. Problems with current method employed (as in, if Company X is using SDLC Method Y, and does not seem to be having major issues, this would greatly affect choice, or lack thereof, of new method) ",
2021/12/22 12:41:39 pm CET,Information Technology,b. Information systems,Kanban,,,Kanban,Changing,unknown/defined later in the lifecycle,Non-Intensive,Medium,Medium (6-15),Complex,After each cycle (Intensive testing),Medium,Low,Medium,High,Medium,Low,Low,High,,,,,,,,,,,,,,,,,Requirements Volatility;Project Size;Product Complexity;Project Type,no,
2021/12/22 12:41:39 pm CET,Information Technology,b. Information systems,Kanban,,,Kanban,Fixed,understandable/early defined,Intensive,Large,Medium (6-15),Simple,After each cycle (Intensive testing),Medium,Low,High,High,Medium,Low,Low,High,,,,,,,,,,,,,,,,,Requirements Volatility;Project Size;Product Complexity;Project Type,no,
2021/12/13 8:00:09 pm CET,Information Technology,"c. Distributed systems i.e., Collection of computers working together to appear as a single computer to the end-user e.g., telephone networks, wireless sensor networks, routing algorithms, distributed databases.",Scrum;Rapid Application Development (RAD),"Depending on certain tasks, there are tasks which are needed as fast as possible and others which are just needed.",,RAD,Changing,unknown/defined later in the lifecycle,Intensive,Medium,Small (1-5),Complex,After development is done (Non-intensive testing),Low,High,High,High,Medium,Low,High,Low,,,,,,,,,,,,,,,,,User Participation;Team Size;Team Expertise on the technologies to be used for the project;Testing Intensity,"Documentation, Rollback functionality",
2021/12/13 8:00:09 pm CET,Information Technology,"c. Distributed systems i.e., Collection of computers working together to appear as a single computer to the end-user e.g., telephone networks, wireless sensor networks, routing algorithms, distributed databases.",Scrum;Rapid Application Development (RAD),"Depending on certain tasks, there are tasks which are needed as fast as possible and others which are just needed.",,RAD,Changing,unknown/defined later in the lifecycle,Intensive,Medium,Small (1-5),Complex,After development is done (Non-intensive testing),Low,High,High,High,Medium,Low,High,Low,,,,,,,,,,,,,,,,,User Participation;Team Size;Team Expertise on the technologies to be used for the project;Testing Intensity,"Documentation, Rollback functionality",
2021/12/13 8:00:09 pm CET,Information Technology,"c. Distributed systems i.e., Collection of computers working together to appear as a single computer to the end-user e.g., telephone networks, wireless sensor networks, routing algorithms, distributed databases.",Scrum;Rapid Application Development (RAD),"Depending on certain tasks, there are tasks which are needed as fast as possible and others which are just needed.",,RAD,Changing,unknown/defined later in the lifecycle,Intensive,Medium,Small (1-5),Complex,After development is done (Non-intensive testing),Low,High,High,High,Medium,Low,High,Low,,,,,,,,,,,,,,,,,User Participation;Team Size;Team Expertise on the technologies to be used for the project;Testing Intensity,"Documentation, Rollback functionality",
2021/12/13 8:00:09 pm CET,Information Technology,"c. Distributed systems i.e., Collection of computers working together to appear as a single computer to the end-user e.g., telephone networks, wireless sensor networks, routing algorithms, distributed databases.",Scrum;Rapid Application Development (RAD),"Depending on certain tasks, there are tasks which are needed as fast as possible and others which are just needed.",,RAD,Changing,unknown/defined later in the lifecycle,Intensive,Medium,Small (1-5),Complex,After development is done (Non-intensive testing),Low,High,High,High,Medium,Low,High,Low,,,,,,,,,,,,,,,,,User Participation;Team Size;Team Expertise on the technologies to be used for the project;Testing Intensity,"Documentation, Rollback functionality",
2021/12/13 8:00:09 pm CET,Information Technology,"c. Distributed systems i.e., Collection of computers working together to appear as a single computer to the end-user e.g., telephone networks, wireless sensor networks, routing algorithms, distributed databases.",Scrum;Rapid Application Development (RAD),"Depending on certain tasks, there are tasks which are needed as fast as possible and others which are just needed.",,RAD,Changing,unknown/defined later in the lifecycle,Intensive,Medium,Small (1-5),Complex,After development is done (Non-intensive testing),Low,High,High,High,Medium,Low,High,Low,,,,,,,,,,,,,,,,,User Participation;Team Size;Team Expertise on the technologies to be used for the project;Testing Intensity,"Documentation, Rollback functionality",
2021/12/13 8:00:09 pm CET,Information Technology,"c. Distributed systems i.e., Collection of computers working together to appear as a single computer to the end-user e.g., telephone networks, wireless sensor networks, routing algorithms, distributed databases.",Scrum;Rapid Application Development (RAD),"Depending on certain tasks, there are tasks which are needed as fast as possible and others which are just needed.",,RAD,Changing,unknown/defined later in the lifecycle,Intensive,Medium,Small (1-5),Complex,After development is done (Non-intensive testing),Low,High,High,High,Medium,Low,High,Low,,,,,,,,,,,,,,,,,User Participation;Team Size;Team Expertise on the technologies to be used for the project;Testing Intensity,"Documentation, Rollback functionality",
2021/12/13 8:00:09 pm CET,Information Technology,"c. Distributed systems i.e., Collection of computers working together to appear as a single computer to the end-user e.g., telephone networks, wireless sensor networks, routing algorithms, distributed databases.",Scrum;Rapid Application Development (RAD),"Depending on certain tasks, there are tasks which are needed as fast as possible and others which are just needed.",,RAD,Changing,unknown/defined later in the lifecycle,Intensive,Medium,Small (1-5),Complex,After development is done (Non-intensive testing),Low,High,High,High,Medium,Low,High,Low,,,,,,,,,,,,,,,,,User Participation;Team Size;Team Expertise on the technologies to be used for the project;Testing Intensity,"Documentation, Rollback functionality",
2021/12/13 8:00:09 pm CET,Information Technology,"c. Distributed systems i.e., Collection of computers working together to appear as a single computer to the end-user e.g., telephone networks, wireless sensor networks, routing algorithms, distributed databases.",Scrum;Rapid Application Development (RAD),"Depending on certain tasks, there are tasks which are needed as fast as possible and others which are just needed.",,RAD,Changing,unknown/defined later in the lifecycle,Intensive,Medium,Small (1-5),Complex,After development is done (Non-intensive testing),Low,High,High,High,Medium,Low,High,Low,,,,,,,,,,,,,,,,,User Participation;Team Size;Team Expertise on the technologies to be used for the project;Testing Intensity,"Documentation, Rollback functionality",
2021/12/13 8:00:09 pm CET,Information Technology,"c. Distributed systems i.e., Collection of computers working together to appear as a single computer to the end-user e.g., telephone networks, wireless sensor networks, routing algorithms, distributed databases.",Scrum;Rapid Application Development (RAD),"Depending on certain tasks, there are tasks which are needed as fast as possible and others which are just needed.",,RAD,Changing,unknown/defined later in the lifecycle,Intensive,Medium,Small (1-5),Complex,After development is done (Non-intensive testing),Low,High,High,High,Medium,Low,High,Low,,,,,,,,,,,,,,,,,User Participation;Team Size;Team Expertise on the technologies to be used for the project;Testing Intensity,"Documentation, Rollback functionality",
2021/12/13 8:00:09 pm CET,Information Technology,"c. Distributed systems i.e., Collection of computers working together to appear as a single computer to the end-user e.g., telephone networks, wireless sensor networks, routing algorithms, distributed databases.",Scrum;Rapid Application Development (RAD),"Depending on certain tasks, there are tasks which are needed as fast as possible and others which are just needed.",,RAD,Changing,unknown/defined later in the lifecycle,Intensive,Medium,Small (1-5),Complex,After development is done (Non-intensive testing),Low,High,High,High,Medium,Low,High,Low,,,,,,,,,,,,,,,,,User Participation;Team Size;Team Expertise on the technologies to be used for the project;Testing Intensity,"Documentation, Rollback functionality",
2021/12/13 8:00:09 pm CET,Information Technology,"c. Distributed systems i.e., Collection of computers working together to appear as a single computer to the end-user e.g., telephone networks, wireless sensor networks, routing algorithms, distributed databases.",Scrum;Rapid Application Development (RAD),"Depending on certain tasks, there are tasks which are needed as fast as possible and others which are just needed.",,RAD,Changing,unknown/defined later in the lifecycle,Intensive,Medium,Small (1-5),Complex,After development is done (Non-intensive testing),Low,High,High,High,Medium,Low,High,Low,,,,,,,,,,,,,,,,,User Participation;Team Size;Team Expertise on the technologies to be used for the project;Testing Intensity,"Documentation, Rollback functionality",
2021/12/13 8:00:09 pm CET,Information Technology,"c. Distributed systems i.e., Collection of computers working together to appear as a single computer to the end-user e.g., telephone networks, wireless sensor networks, routing algorithms, distributed databases.",Scrum;Rapid Application Development (RAD),"Depending on certain tasks, there are tasks which are needed as fast as possible and others which are just needed.",,RAD,Changing,unknown/defined later in the lifecycle,Intensive,Medium,Small (1-5),Complex,After development is done (Non-intensive testing),Low,High,High,High,Medium,Low,High,Low,,,,,,,,,,,,,,,,,User Participation;Team Size;Team Expertise on the technologies to be used for the project;Testing Intensity,"Documentation, Rollback functionality",
2021/12/13 8:00:09 pm CET,Information Technology,"c. Distributed systems i.e., Collection of computers working together to appear as a single computer to the end-user e.g., telephone networks, wireless sensor networks, routing algorithms, distributed databases.",Scrum;Rapid Application Development (RAD),"Depending on certain tasks, there are tasks which are needed as fast as possible and others which are just needed.",,RAD,Changing,unknown/defined later in the lifecycle,Intensive,Medium,Small (1-5),Complex,After development is done (Non-intensive testing),Low,High,High,High,Medium,Low,High,Low,,,,,,,,,,,,,,,,,User Participation;Team Size;Team Expertise on the technologies to be used for the project;Testing Intensity,"Documentation, Rollback functionality",
2021/12/13 8:00:09 pm CET,Information Technology,"c. Distributed systems i.e., Collection of computers working together to appear as a single computer to the end-user e.g., telephone networks, wireless sensor networks, routing algorithms, distributed databases.",Scrum;Rapid Application Development (RAD),"Depending on certain tasks, there are tasks which are needed as fast as possible and others which are just needed.",,RAD,Changing,unknown/defined later in the lifecycle,Intensive,Medium,Small (1-5),Complex,After development is done (Non-intensive testing),Low,High,High,High,Medium,Low,High,Low,,,,,,,,,,,,,,,,,User Participation;Team Size;Team Expertise on the technologies to be used for the project;Testing Intensity,"Documentation, Rollback functionality",
2021/12/13 8:00:09 pm CET,Information Technology,"c. Distributed systems i.e., Collection of computers working together to appear as a single computer to the end-user e.g., telephone networks, wireless sensor networks, routing algorithms, distributed databases.",Scrum;Rapid Application Development (RAD),"Depending on certain tasks, there are tasks which are needed as fast as possible and others which are just needed.",,RAD,Changing,unknown/defined later in the lifecycle,Intensive,Medium,Small (1-5),Complex,After development is done (Non-intensive testing),Low,High,High,High,Medium,Low,High,Low,,,,,,,,,,,,,,,,,User Participation;Team Size;Team Expertise on the technologies to be used for the project;Testing Intensity,"Documentation, Rollback functionality",
2021/12/13 8:00:09 pm CET,Information Technology,"c. Distributed systems i.e., Collection of computers working together to appear as a single computer to the end-user e.g., telephone networks, wireless sensor networks, routing algorithms, distributed databases.",Scrum;Rapid Application Development (RAD),"Depending on certain tasks, there are tasks which are needed as fast as possible and others which are just needed.",,RAD,Changing,unknown/defined later in the lifecycle,Intensive,Medium,Small (1-5),Complex,After development is done (Non-intensive testing),Low,High,High,High,Medium,Low,High,Low,,,,,,,,,,,,,,,,,User Participation;Team Size;Team Expertise on the technologies to be used for the project;Testing Intensity,"Documentation, Rollback functionality",
2021/12/13 8:00:09 pm CET,Information Technology,"c. Distributed systems i.e., Collection of computers working together to appear as a single computer to the end-user e.g., telephone networks, wireless sensor networks, routing algorithms, distributed databases.",Scrum;Rapid Application Development (RAD),"Depending on certain tasks, there are tasks which are needed as fast as possible and others which are just needed.",,RAD,Changing,unknown/defined later in the lifecycle,Intensive,Medium,Small (1-5),Complex,After development is done (Non-intensive testing),Low,High,High,High,Medium,Low,High,Low,,,,,,,,,,,,,,,,,User Participation;Team Size;Team Expertise on the technologies to be used for the project;Testing Intensity,"Documentation, Rollback functionality",
2021/12/13 8:00:09 pm CET,Information Technology,"c. Distributed systems i.e., Collection of computers working together to appear as a single computer to the end-user e.g., telephone networks, wireless sensor networks, routing algorithms, distributed databases.",Scrum;Rapid Application Development (RAD),"Depending on certain tasks, there are tasks which are needed as fast as possible and others which are just needed.",,RAD,Changing,unknown/defined later in the lifecycle,Intensive,Medium,Small (1-5),Complex,After development is done (Non-intensive testing),Low,High,High,High,Medium,Low,High,Low,,,,,,,,,,,,,,,,,User Participation;Team Size;Team Expertise on the technologies to be used for the project;Testing Intensity,"Documentation, Rollback functionality",
2021/12/13 8:00:09 pm CET,Information Technology,"c. Distributed systems i.e., Collection of computers working together to appear as a single computer to the end-user e.g., telephone networks, wireless sensor networks, routing algorithms, distributed databases.",Scrum;Rapid Application Development (RAD),"Depending on certain tasks, there are tasks which are needed as fast as possible and others which are just needed.",,RAD,Changing,unknown/defined later in the lifecycle,Intensive,Medium,Small (1-5),Complex,After development is done (Non-intensive testing),Low,High,High,High,Medium,Low,High,Low,,,,,,,,,,,,,,,,,User Participation;Team Size;Team Expertise on the technologies to be used for the project;Testing Intensity,"Documentation, Rollback functionality",
2021/12/13 8:00:09 pm CET,Information Technology,"c. Distributed systems i.e., Collection of computers working together to appear as a single computer to the end-user e.g., telephone networks, wireless sensor networks, routing algorithms, distributed databases.",Scrum;Rapid Application Development (RAD),"Depending on certain tasks, there are tasks which are needed as fast as possible and others which are just needed.",,RAD,Changing,unknown/defined later in the lifecycle,Intensive,Medium,Small (1-5),Complex,After development is done (Non-intensive testing),Low,High,High,High,Medium,Low,High,Low,,,,,,,,,,,,,,,,,User Participation;Team Size;Team Expertise on the technologies to be used for the project;Testing Intensity,"Documentation, Rollback functionality",
2021/12/23 3:31:25 pm CET,Gaming,"a. Real-time systems i.e., produce real-time data to predict the future consequences of current actions e.g., used in smartphones, air traffic control, GPS, health",Waterfall,,,Waterfall,Fixed,understandable/early defined,Non-Intensive,Small,Small (1-5),Simple,After development is done (Non-intensive testing),High,Low,Medium,Medium,High,Low,Low,Low,,,,,,,,,,,,,,,,,User Participation;Project Size;Team Size;Product Complexity,knowhow of the methodology: high,
2021/12/23 3:31:25 pm CET,Gaming,"a. Real-time systems i.e., produce real-time data to predict the future consequences of current actions e.g., used in smartphones, air traffic control, GPS, health",Waterfall,,,Waterfall,Fixed,understandable/early defined,Non-Intensive,Small,Small (1-5),Simple,After development is done (Non-intensive testing),High,Low,Medium,Medium,High,Low,Low,Low,,,,,,,,,,,,,,,,,User Participation;Project Size;Team Size;Product Complexity,knowhow of the methodology: high,
2021/12/23 3:31:25 pm CET,Gaming,"a. Real-time systems i.e., produce real-time data to predict the future consequences of current actions e.g., used in smartphones, air traffic control, GPS, health",Waterfall,,,Waterfall,Fixed,understandable/early defined,Non-Intensive,Small,Small (1-5),Simple,After development is done (Non-intensive testing),High,Low,Medium,Medium,High,Low,Low,Low,,,,,,,,,,,,,,,,,User Participation;Project Size;Team Size;Product Complexity,knowhow of the methodology: high,
2021/12/23 3:31:25 pm CET,Gaming,"a. Real-time systems i.e., produce real-time data to predict the future consequences of current actions e.g., used in smartphones, air traffic control, GPS, health",Waterfall,,,Waterfall,Fixed,understandable/early defined,Non-Intensive,Small,Small (1-5),Simple,After development is done (Non-intensive testing),High,Low,Medium,Medium,High,Low,Low,Low,,,,,,,,,,,,,,,,,User Participation;Project Size;Team Size;Product Complexity,knowhow of the methodology: high,
2021/12/23 3:31:25 pm CET,Gaming,"a. Real-time systems i.e., produce real-time data to predict the future consequences of current actions e.g., used in smartphones, air traffic control, GPS, health",Waterfall,,,Waterfall,Fixed,understandable/early defined,Non-Intensive,Small,Small (1-5),Simple,After development is done (Non-intensive testing),High,Low,Medium,Medium,High,Low,Low,Low,,,,,,,,,,,,,,,,,User Participation;Project Size;Team Size;Product Complexity,knowhow of the methodology: high,
2021/12/23 3:31:25 pm CET,Gaming,"a. Real-time systems i.e., produce real-time data to predict the future consequences of current actions e.g., used in smartphones, air traffic control, GPS, health",Waterfall,,,Waterfall,Fixed,understandable/early defined,Non-Intensive,Small,Small (1-5),Simple,After development is done (Non-intensive testing),High,Low,Medium,Medium,High,Low,Low,Low,,,,,,,,,,,,,,,,,User Participation;Project Size;Team Size;Product Complexity,knowhow of the methodology: high,
2021/12/23 3:31:25 pm CET,Gaming,"a. Real-time systems i.e., produce real-time data to predict the future consequences of current actions e.g., used in smartphones, air traffic control, GPS, health",Waterfall,,,Waterfall,Fixed,understandable/early defined,Non-Intensive,Small,Small (1-5),Simple,After development is done (Non-intensive testing),High,Low,Medium,Medium,High,Low,Low,Low,,,,,,,,,,,,,,,,,User Participation;Project Size;Team Size;Product Complexity,knowhow of the methodology: high,
